epoch,train_loss,val_loss,rouge1,rouge2,rougeL,epoch_time_sec,total_time_sec
1,8.193920837359482,6.676108132017419,0.130089772752309,0.007994755902436246,0.10137976230483857,132.73320369108114,
2,6.270678017648418,5.994402149890331,0.1573418575869402,0.015353692985823146,0.10798373363708029,148.0306607610546,
3,5.748977743641714,5.725066428488874,0.17052245988567763,0.020406617742025256,0.11830108862636264,135.6182104590116,
4,5.45022016268098,5.587140539859203,0.17458587025198602,0.019531577821679132,0.12158300254894551,135.89575307897758,
5,5.241737500737222,5.510643725699567,0.18445651758432488,0.02162380875142932,0.12303747373544617,133.65585706592537,
6,5.0651847346445145,5.4568832478624705,0.18220704423888184,0.02329106771834527,0.12220302050609708,132.98448336101137,
7,4.90092008462113,5.424982010050023,0.19314667901342755,0.022945583411702317,0.13310214229833736,133.44233377603814,
8,4.752399803547377,5.412343491899207,0.19487708063314577,0.023290097637290813,0.12807554721700504,134.4386720689945,
9,4.6405136258414625,5.406735252826772,0.2014508070934628,0.027676513323179015,0.13148668098870042,138.7407853710465,
10,4.518473648757078,5.416122832196824,0.19033405849171278,0.024709420623539667,0.12943041494336438,133.09804877603892,
11,4.406135947516795,5.428852852354658,0.20972834320550324,0.02735185839275848,0.13674898903291866,135.45796404394787,
12,4.305902370174279,5.440925359725952,0.20970130813398574,0.030463795162352068,0.13625144754021631,136.45075117005035,
TOTAL,,,,,,,1754.9354252699995
